"Building","Date","Samples","Pumping_Time","Sample_Time","Pumping_Volume","Sample_Volume","Exported_Volume","organism_1","organism_2","organism_3","organism_26"
"SWP","2015-11-29",4,360,120,691.1564544,230.3854848,673.48008,0,0,0,0
"CVP","2015-11-29",12,1440,360,1961.74259712,490.43564928,1953.83232,0,0,0,0
"SWP","2015-11-30",4,360,120,691.1564544,230.3854848,673.48008,0,0,0,0
"CVP","2015-11-30",12,1440,360,1944.82047744,486.20511936,1951.36536,0,0,0,0
"SWP","2015-12-01",2,180,60,345.5782272,115.1927424,336.74004,0,0,0,0
"CVP","2015-12-01",12,1440,360,1932.58761984,483.14690496,1946.43144,0,0,0,0
"SWP","2015-12-02",3,240,90,460.7709696,172.7891136,448.98672,0,0,0,0
"CVP","2015-12-02",6,720,180,925.41567744,231.35391936,980.6166,0,0,0,0
"SWP","2015-12-03",3,240,90,460.7709696,172.7891136,460.08804,0,0,0,0
"CVP","2015-12-03",6,720,180,931.53210624,232.88302656,983.08356,0,0,0,0
"SWP","2015-12-04",7,720,210,1382.3129088,403.1745984,1381.4976,0,0,0,0
"CVP","2015-12-04",6,660,180,868.0231872,236.80773504,988.01748,0,0,0,0
"SWP","2015-12-05",3,240,90,460.7709696,172.7891136,460.08804,0,0,4,0
"CVP","2015-12-05",5,593,150,773.189657664,195.4708704,981.85008,0,0,0,0
"SWP","2015-12-06",3,240,90,460.7709696,172.7891136,460.08804,0,0,2,0
"CVP","2015-12-06",6,716,180,932.395202304,234.41213376,990.48444,0,0,0,0
"SWP","2015-12-07",3,240,90,460.7709696,172.7891136,460.08804,0,0,1,0
"CVP","2015-12-07",6,716,180,949.752268032,238.74460416,990.48444,0,0,0,0
"SWP","2015-12-08",3,240,90,460.7709696,172.7891136,448.98672,0,0,1,0
"CVP","2015-12-08",6,646,180,858.597090816,238.285872,988.01748,0,0,0,0
"SWP","2015-12-09",4,243,93,460.7709696,172.7891136,460.08804,0,0,0,0
"CVP","2015-12-09",6,720,180,949.88139264,237.47034816,969.51528,0,0,0,0
"SWP","2015-12-10",3,240,90,460.7709696,172.7891136,460.08804,0,0,2,0
"CVP","2015-12-10",6,630,180,842.13030528,241.03826496,992.9514,0,0,0,0
"SWP","2015-12-11",3,240,90,460.7709696,172.7891136,463.78848,0,0,2,0
"CVP","2015-12-11",6,713,180,971.47578432,245.21782464,994.18488,0,0,0,0
"SWP","2015-12-12",3,240,90,460.7709696,172.7891136,460.08804,0,0,2,0
"CVP","2015-12-12",6,660,180,896.77040256,244.96297344,997.88532,0,0,0,0
"SWP","2015-12-13",3,240,90,460.7709696,172.7891136,460.08804,0,0,0,0
"CVP","2015-12-13",6,720,180,962.52201216,240.63050304,996.65184,0,0,0,0
"SWP","2015-12-14",3,240,90,460.7709696,172.7891136,460.08804,0,0,1,0
"CVP","2015-12-14",6,720,180,980.46353664,245.11588416,1123.70028,0,0,1,0
"SWP","2015-12-15",3,240,90,460.7709696,172.7891136,472.42284,0,0,0,0
"CVP","2015-12-15",6,634,180,828.798189504,237.21549696,1026.25536,0,0,0,0
"SWP","2015-12-16",3,240,90,460.7709696,172.7891136,460.08804,0,0,0,0
"CVP","2015-12-16",6,706,180,917.331797376,233.9534016,1065.72672,0,0,0,0
"SWP","2015-12-17",3,240,90,460.7709696,172.7891136,448.98672,0,0,0,0
"CVP","2015-12-17",12,1440,360,1912.81116672,478.20279168,1937.79708,0,0,0,0
"SWP","2015-12-18",5,420,150,806.3491968,287.981856,785.72676,0,0,1,0
"CVP","2015-12-18",12,1440,360,1911.18011904,477.79502976,1972.33452,0,0,0,0
"SWP","2015-12-19",6,420,180,1267.1201664,518.3673408,1234.71348,0,0,3,0
"CVP","2015-12-19",12,1440,360,1940.33509632,485.08377408,1950.13188,0,0,0,0
"SWP","2015-12-20",5,420,150,1612.6983936,575.963712,1588.72224,0,0,1,0
"CVP","2015-12-20",12,1440,360,1931.772096,482.943024,1948.8984,0,0,0,0
"SWP","2015-12-21",4,300,120,1151.927424,460.7709696,1113.83244,0,0,14,0
"CVP","2015-12-21",12,1440,360,1941.15062016,485.28765504,1952.59884,0,0,0,0
"SWP","2015-12-22",11,900,330,4146.9387264,1497.5056512,4024.84524,0,0,63,0
"CVP","2015-12-22",12,1345,360,3250.44016512,878.77790784,3340.26384,1,0,0,0
"SWP","2015-12-23",12,1020,360,7141.9500288,2419.0475904,7308.369,1,0,97,0
"CVP","2015-12-23",12,1440,360,3992.19307776,998.04826944,3950.83644,0,0,3,0
"SWP","2015-12-24",14,1200,420,10021.7685888,3398.1859008,9449.69028,4,0,209,0
"CVP","2015-12-24",12,1440,360,3916.75712256,979.18928064,4021.1448,0,0,3,0
"SWP","2015-12-25",13,1020,390,7602.7209984,2822.2221888,7798.06056,4,0,33,0
"CVP","2015-12-25",12,1440,360,5790.219264,1447.554816,6337.62024,1,0,14,0
"SWP","2015-12-26",11,1020,330,7715.8749312,2437.651728,7182.55404,2,0,18,0
"CVP","2015-12-26",12,1440,360,5661.97814016,1415.49453504,6374.62464,0,0,4,0
"SWP","2015-12-27",15,1440,450,9635.4141696,2975.1329088,9429.9546,1,0,22,0
"CVP","2015-12-27",12,1440,360,5607.7458048,1401.9364512,6580.6158,0,0,14,0
"SWP","2015-12-28",15,1440,450,9788.834592,3051.84312,9598.94136,3,0,17,0
"CVP","2015-12-28",12,1440,360,5615.9010432,1403.9752608,6731.10036,0,0,10,0
"SWP","2015-12-29",14,1440,420,9788.834592,2802.3437952,9649.51404,6,0,26,0
"CVP","2015-12-29",12,1440,360,5610.19237632,1402.54809408,6710.1312,0,0,4,0
"SWP","2015-12-30",10,1020,300,9445.8048768,2707.0294464,9247.39956,4,0,32,0
"CVP","2015-12-30",12,1440,360,5510.29070592,1377.57267648,6708.89772,0,0,9,0
"SWP","2015-12-31",11,1020,330,7487.528256,2361.4512192,7356.47472,2,0,41,0
"CVP","2015-12-31",12,1440,360,5430.77713152,1357.69428288,6680.52768,0,0,5,0
"SWP","2016-01-01",10,960,300,5298.8661504,1612.6983936,5207.75256,2,0,11,0
"CVP","2016-01-01",12,1440,360,5484.80558592,1371.20139648,6289.51452,0,0,5,0
"SWP","2016-01-02",8,720,240,3801.3604992,1209.5237952,3686.87172,1,0,13,0
"CVP","2016-01-02",12,1440,360,4147.14260736,1036.78565184,4685.99052,0,0,4,0
"SWP","2016-01-03",9,960,270,3686.1677568,1036.7346816,3656.03472,0,0,2,0
"CVP","2016-01-03",12,1440,360,2363.59196928,590.89799232,2614.9776,0,0,0,0
"SWP","2016-01-04",9,960,270,3686.1677568,1036.7346816,3574.62504,0,0,4,0
"CVP","2016-01-04",12,1440,360,1956.44169216,489.11042304,1972.33452,0,0,0,0
"SWP","2016-01-05",15,1380,435,6220.4080896,2015.872992,6501.67308,0,0,12,0
"CVP","2016-01-05",12,1440,360,2003.74207488,500.93551872,1961.2332,0,0,0,0
"SWP","2016-01-06",15,1440,450,10252.1540736,3225.3967872,10225.5492,6,0,313,0
"CVP","2016-01-06",12,1440,360,2978.08918272,744.52229568,3363.69996,0,0,1,0
"SWP","2016-01-07",14,1200,390,9100.2266496,2822.2221888,8437.0032,3,0,504,0
"CVP","2016-01-07",12,1440,360,3933.67924224,983.41981056,4795.77024,0,0,1,0
"SWP","2016-01-08",13,1140,390,7948.2992256,2591.836704,7759.82268,1,0,4,0
"CVP","2016-01-08",12,1440,360,5350.44803328,1337.61200832,6357.35592,1,0,4,0
"SWP","2016-01-09",12,1080,360,7141.9500288,2303.854848,7254.09588,0,0,8,0
"CVP","2016-01-09",12,1440,360,5751.88964352,1437.97241088,7008.63336,1,0,3,0
"SWP","2016-01-10",12,1140,360,6335.600832,2015.872992,6141.49692,0,0,7,0
"CVP","2016-01-10",12,1440,360,7203.31819776,1800.82954944,8348.19264,0,0,0,0
"SWP","2016-01-11",11,1080,330,5759.63712,1843.0838784,5331.10056,0,0,1,0
"CVP","2016-01-11",12,1440,340,7545.6343296,1777.36624896,8876.12208,0,0,8,0
"SWP","2016-01-12",13,1080,390,6105.2153472,2303.854848,6192.0696,0,0,2,0
"CVP","2016-01-12",12,1440,330,7467.34404096,1709.55883968,8898.32472,2,0,12,0
"SWP","2016-01-13",13,1080,390,6335.600832,2419.0475904,5941.67316,0,0,10,0
"CVP","2016-01-13",12,1440,340,7593.5463552,1788.20592,8922.99432,1,0,19,0
"SWP","2016-01-14",14,1380,420,4492.5169536,1324.7165376,4602.11388,2,0,3,0
"CVP","2016-01-14",12,1440,360,7528.50832896,1882.12708224,8852.68596,2,0,21,0
"SWP","2016-01-15",12,1140,360,5529.2516352,1727.891136,5363.17104,0,0,1,0
"CVP","2016-01-15",12,1440,360,4697.62119936,1174.40529984,5926.8714,0,0,5,0
"SWP","2016-01-16",13,1140,390,5529.2516352,1958.2766208,5715.94632,0,0,6,0
"CVP","2016-01-16",12,1440,360,3754.26399744,938.56599936,4650.2196,1,0,1,0
"SWP","2016-01-17",11,1080,330,5529.2516352,1727.891136,5154.71292,0,0,7,0
"CVP","2016-01-17",12,1440,360,3786.47718912,946.61929728,4656.387,0,0,1,0
"SWP","2016-01-18",11,960,330,5298.8661504,1843.0838784,5175.68208,0,0,9,0
"CVP","2016-01-18",12,1440,360,3858.447168,964.611792,4671.18876,1,0,1,0
"SWP","2016-01-19",11,960,290,5298.8661504,1555.1020224,5190.48384,0,0,389,0
"CVP","2016-01-19",12,1440,360,3904.72814592,976.18203648,4678.58964,2,1,2,0
"SWP","2016-01-20",12,1020,360,5529.2516352,1958.2766208,5587.6644,5,0,61,0
"CVP","2016-01-20",12,1440,360,5401.8260352,1350.4565088,5719.64676,2,2,65,0
"SWP","2016-01-21",11,1020,330,4838.0951808,1555.1020224,4610.74824,2,1,12,0
"CVP","2016-01-21",12,1440,360,5859.74267136,1464.93566784,6136.563,2,1,20,1
"SWP","2016-01-22",11,960,330,4838.0951808,1612.6983936,4732.86276,2,3,28,0
"CVP","2016-01-22",12,1440,360,5972.6927232,1493.1731808,6158.76564,2,3,7,0
"SWP","2016-01-23",12,960,360,4146.9387264,1497.5056512,4086.51924,1,2,9,0
"CVP","2016-01-23",12,1440,360,6046.90539264,1511.72634816,6166.16652,3,1,176,0
"SWP","2016-01-24",9,960,270,3686.1677568,1036.7346816,3656.03472,0,2,8,0
"CVP","2016-01-24",12,1440,360,5941.70281728,1485.42570432,6139.02996,4,0,82,0
"SWP","2016-01-25",12,960,360,3686.1677568,1382.3129088,3621.49728,0,5,11,0
"CVP","2016-01-25",12,1440,360,5844.45159936,1461.11289984,6102.02556,4,1,51,0
"SWP","2016-01-26",12,960,360,4146.9387264,1497.5056512,4047.04788,0,3,7,0
"CVP","2016-01-26",12,1440,360,4314.32499456,1078.58124864,5147.31204,2,0,80,0
"SWP","2016-01-27",13,1020,390,4146.9387264,1555.1020224,4709.42664,2,2,10,0
"CVP","2016-01-27",12,1440,360,4768.97953536,1192.24488384,5329.86708,2,0,29,0
"SWP","2016-01-28",11,1020,330,6681.1790592,2073.4693632,6428.89776,3,2,7,0
"CVP","2016-01-28",12,1440,360,5646.4831872,1411.6207968,6003.34716,0,1,41,0
"SWP","2016-01-29",12,960,360,5759.63712,2073.4693632,5727.04764,5,4,5,0
"CVP","2016-01-29",12,1440,360,5684.81280768,1421.20320192,6003.34716,1,1,23,0
"SWP","2016-01-30",11,960,330,5529.2516352,1843.0838784,5434.71288,1,2,7,0
"CVP","2016-01-30",12,1440,360,5756.78278656,1439.19569664,6032.95068,0,0,22,0
"SWP","2016-01-31",11,960,330,5068.4806656,1727.891136,5014.0962,1,2,4,0
"CVP","2016-01-31",12,1440,360,5739.249024,1434.812256,6000.8802,0,0,8,0
"SWP","2016-02-01",11,960,320,5529.2516352,1766.2887168,5422.37808,0,3,741,0
"CVP","2016-02-01",12,1440,360,5640.97840128,1410.24460032,5988.5454,0,1,11,0
"SWP","2016-02-02",11,900,330,3455.782272,1267.1201664,3376.03476,6,0,103,0
"CVP","2016-02-02",12,1440,360,4228.4911104,1057.1227776,4555.24164,0,1,5,0
"SWP","2016-02-03",9,840,270,2764.6258176,863.945568,2682.819,0,1,15,0
"CVP","2016-02-03",12,1440,360,3774.65209344,943.66302336,3926.16684,0,1,3,0
"SWP","2016-02-04",9,960,270,3686.1677568,1036.7346816,3574.62504,0,0,20,0
"CVP","2016-02-04",12,1440,360,3781.38016512,945.34504128,3949.60296,0,2,1,0
"SWP","2016-02-05",11,960,330,4377.3242112,1497.5056512,4306.07868,0,1,12,0
"CVP","2016-02-05",12,1440,360,3815.83604736,953.95901184,3922.4664,1,1,2,0
"SWP","2016-02-06",9,960,270,3686.1677568,1036.7346816,3574.62504,0,0,4,0
"CVP","2016-02-06",12,1440,360,3824.19516672,956.04879168,4567.57644,1,0,5,0
"SWP","2016-02-07",11,960,330,3916.5532416,1324.7165376,3894.09636,0,1,10,0
"CVP","2016-02-07",12,1440,360,3820.7291904,955.1822976,4804.4046,0,1,5,0
"SWP","2016-02-08",10,720,300,4146.9387264,1612.6983936,4103.78796,0,3,5,0
"CVP","2016-02-08",12,1440,360,4843.1922048,1210.7980512,5401.40892,1,1,10,0
"SWP","2016-02-09",12,1020,350,3225.3967872,1132.7286336,3120.7044,0,0,1,0
"CVP","2016-02-09",12,1440,360,5718.45316608,1429.61329152,5981.14452,0,1,8,0
"SWP","2016-02-10",11,1020,330,5068.4806656,1612.6983936,4919.11824,0,2,4,0
"CVP","2016-02-10",12,1440,360,5700.5116416,1425.1279104,5982.378,0,0,38,0
"SWP","2016-02-11",12,1020,360,7026.7572864,2419.0475904,6807.57612,1,2,16,0
"CVP","2016-02-11",12,1440,360,5631.1921152,1407.7980288,6555.9462,6,0,41,0
"SWP","2016-02-12",10,840,300,5990.0226048,2073.4693632,6122.99472,3,2,12,0
"CVP","2016-02-12",12,1440,360,7040.82507264,1760.20626816,7947.31164,1,3,52,0
"SWP","2016-02-13",11,1020,330,6450.7935744,2073.4693632,5486.51904,0,1,13,0
"CVP","2016-02-13",12,1440,360,7465.50911232,1866.37727808,8367.92832,0,1,49,0
"SWP","2016-02-14",11,960,330,6220.4080896,2073.4693632,6008.28108,0,2,20,0
"CVP","2016-02-14",12,1440,360,7398.02451456,1849.50612864,8329.69044,0,0,79,0
"SWP","2016-02-15",11,960,330,6105.2153472,2073.4693632,5893.56744,0,4,52,0
"CVP","2016-02-15",12,1440,360,7235.12362752,1808.78090688,8333.39088,0,0,23,0
"SWP","2016-02-16",11,960,330,6105.2153472,2073.4693632,5967.57624,0,5,43,0
"CVP","2016-02-16",12,1440,360,7504.65425664,1876.16356416,8374.09572,0,0,90,0
"SWP","2016-02-17",11,960,330,5990.0226048,2015.872992,5801.05644,0,1,56,0
"CVP","2016-02-17",12,1440,360,7754.6123136,1938.6530784,8321.05608,0,0,121,0
"SWP","2016-02-18",10,960,300,5834.0536704,1765.6091136,5656.73928,0,11,85,1
"CVP","2016-02-18",12,1440,360,7936.066368,1984.016592,8306.25432,0,1,52,0
"SWP","2016-02-19",10,960,300,5834.0536704,1765.6091136,5633.30316,1,2,94,0
"CVP","2016-02-19",12,1440,360,7744.4182656,1936.1045664,8333.39088,0,14,45,0
"SWP","2016-02-20",11,960,330,5874.8298624,2015.872992,5730.74808,0,7,23,0
"CVP","2016-02-20",12,1440,360,7641.66226176,1910.41556544,8321.05608,0,12,14,0
"SWP","2016-02-21",12,1020,360,6105.2153472,2131.0657344,6263.61144,0,5,43,0
"CVP","2016-02-21",12,1440,360,7583.3523072,1895.8380768,8284.05168,0,6,26,0
"SWP","2016-02-22",12,1080,360,6450.7935744,2188.6621056,5993.47932,0,9,25,0
"CVP","2016-02-22",12,1440,360,7507.916352,1876.979088,8298.85344,1,10,26,1
"SWP","2016-02-23",13,960,390,6335.600832,2534.2403328,6135.32952,0,6,50,0
"CVP","2016-02-23",12,1420,360,7370.53456512,1868.46705792,8381.4966,0,7,46,0
"SWP","2016-02-24",10,1020,300,6681.1790592,1900.6802496,6401.7612,0,3,28,0
"CVP","2016-02-24",12,1440,360,7435.94637312,1858.98659328,8296.38648,0,3,22,0
"SWP","2016-02-25",12,960,360,5990.0226048,2188.6621056,5909.60268,0,2,45,0
"CVP","2016-02-25",12,1440,360,7477.53808896,1869.38452224,8404.93272,1,4,17,0
"SWP","2016-02-26",12,960,360,5874.8298624,2131.0657344,5748.0168,0,7,47,0
"CVP","2016-02-26",12,1440,360,7473.46046976,1868.36511744,8309.95476,1,1,14,0
"SWP","2016-02-27",9,930,270,5241.2697792,1497.5056512,5321.23272,0,2,52,0
"CVP","2016-02-27",12,1440,360,7473.86823168,1868.46705792,8295.153,0,0,25,0
"SWP","2016-02-28",10,1020,300,5874.8298624,1727.891136,5751.71724,0,0,85,0
"CVP","2016-02-28",12,1440,360,7398.22839552,1849.55709888,8324.75652,1,2,28,0
"SWP","2016-02-29",10,1020,300,5874.8298624,1727.891136,5706.07848,0,1,52,0
"CVP","2016-02-29",12,1440,360,7339.91844096,1834.97961024,8337.09132,0,1,15,0
"SWP","2016-03-01",10,1020,300,5874.8298624,1727.891136,5368.10496,0,0,29,0
"CVP","2016-03-01",12,1440,360,7391.50032384,1847.87508096,8390.13096,0,0,4,0
"SWP","2016-03-02",11,900,330,5644.4443776,2073.4693632,5844.22824,0,1,33,0
"CVP","2016-03-02",12,1440,360,7476.92644608,1869.23161152,8343.25872,0,2,14,0
"SWP","2016-03-03",10,1080,300,6220.4080896,1727.891136,5662.90668,0,1,57,0
"CVP","2016-03-03",12,1440,360,7576.42035456,1894.10508864,8365.46136,0,1,17,0
"SWP","2016-03-04",9,960,270,5529.2516352,1555.1020224,5408.8098,0,1,63,0
"CVP","2016-03-04",12,1440,360,7566.43018752,1891.60754688,8342.02524,1,3,14,0
"SWP","2016-03-05",8,840,240,4838.0951808,1382.3129088,4685.99052,0,0,75,0
"CVP","2016-03-05",12,1440,360,7672.44828672,1918.11207168,8344.4922,0,5,10,0
"SWP","2016-03-06",11,1020,330,6065.45856,1938.6530784,5912.06964,0,0,266,0
"CVP","2016-03-06",12,1440,360,7901.81436672,1975.45359168,8395.06488,2,4,31,0
"SWP","2016-03-07",11,960,330,6105.2153472,2073.4693632,5876.29872,0,0,85,0
"CVP","2016-03-07",12,1440,360,7850.64024576,1962.66006144,8380.26312,0,2,13,0
"SWP","2016-03-08",10,840,300,3801.3604992,1497.5056512,3797.88492,0,1,30,0
"CVP","2016-03-08",12,1440,360,7751.35021824,1937.83755456,8351.89308,0,1,22,0
"SWP","2016-03-09",11,960,330,8409.0701952,2764.6258176,8527.04724,0,1,72,0
"CVP","2016-03-09",12,1425,360,7587.99059904,1915.51258944,8351.89308,1,3,16,0
"SWP","2016-03-10",13,1020,390,7948.2992256,3052.6076736,7309.60248,0,0,88,0
"CVP","2016-03-10",12,1440,360,7750.94245632,1937.73561408,8393.8314,0,1,24,0
"SWP","2016-03-11",15,1080,450,7833.1064832,3225.3967872,7553.83152,0,4,23,0
"CVP","2016-03-11",12,1440,360,7912.41617664,1978.10404416,8376.56268,1,1,28,0
"SWP","2016-03-12",14,1440,420,7372.3355136,2131.0657344,7183.78752,0,4,37,0
"CVP","2016-03-12",12,1440,360,7912.00841472,1978.00210368,8386.43052,0,1,31,0
"SWP","2016-03-13",14,1380,420,7257.1427712,2188.6621056,7071.54084,0,4,109,0
"CVP","2016-03-13",12,1380,360,7521.47443584,1959.14311488,7535.32932,0,4,11,0
"SWP","2016-03-14",14,1380,420,7948.2992256,2361.4512192,7999.1178,0,6,154,0
"CVP","2016-03-14",12,1440,360,7881.22238976,1970.30559744,8344.4922,1,4,37,0
"SWP","2016-03-15",14,1440,420,9215.419392,2707.0294464,9048.80928,0,20,134,0
"CVP","2016-03-15",12,1440,360,7758.28217088,1939.57054272,8322.28956,0,4,23,0
"SWP","2016-03-16",19,1500,570,11864.8524672,4550.1133248,11077.88388,0,23,386,0
"CVP","2016-03-16",12,1440,360,7778.67026688,1944.66756672,8398.76532,1,1,34,0
"SWP","2016-03-17",16,1500,480,11863.32336,3800.8507968,11027.3112,0,9,575,0
"CVP","2016-03-17",12,1440,360,7822.9124352,1955.7281088,8365.46136,4,8,149,0
"SWP","2016-03-18",11,1080,320,9215.419392,2668.6318656,8904.49212,0,4,841,0
"CVP","2016-03-18",12,1440,360,7424.73292032,1856.18323008,8362.9944,4,5,139,0
"SWP","2016-03-19",15,1440,450,9100.2266496,2879.81856,8867.48772,0,10,221,0
"CVP","2016-03-19",12,1440,360,6754.5762048,1688.6440512,8359.29396,0,1,149,0
"SWP","2016-03-20",15,1440,450,9330.6121344,2822.2221888,9080.87976,0,9,286,0
"CVP","2016-03-20",12,1440,360,7867.56236544,1966.89059136,8358.06048,2,7,75,0
"SWP","2016-03-21",15,1440,450,8293.8774528,2534.2403328,8080.52748,0,7,166,0
"CVP","2016-03-21",12,1440,360,7830.0482688,1957.5120672,8334.62436,42,2,47,0
"SWP","2016-03-22",12,1080,360,7602.7209984,2419.0475904,7329.33816,2,5,219,0
"CVP","2016-03-22",12,1440,360,7792.3302912,1948.0825728,8349.42612,19,3,42,0
"SWP","2016-03-23",10,960,300,6796.3718016,2015.872992,6588.01668,7,5,61,0
"CVP","2016-03-23",12,1440,360,6216.94211328,1554.23552832,6706.43076,35,3,26,0
"SWP","2016-03-24",10,960,300,5068.4806656,1497.5056512,4893.21516,1,2,16,0
"CVP","2016-03-24",12,1440,360,5759.22935808,1439.80733952,6030.48372,25,0,5,0
"SWP","2016-03-25",13,1020,390,4722.9024384,1785.4875072,4530.57204,0,2,12,0
"CVP","2016-03-25",12,1440,360,5738.63738112,1434.65934528,6034.18416,11,1,10,0
"SWP","2016-03-26",11,960,330,4146.9387264,1382.3129088,4040.88048,1,2,19,0
"CVP","2016-03-26",12,1440,360,5746.18097664,1436.54524416,6031.7172,6,1,11,0
"SWP","2016-03-27",10,900,300,3340.5895296,1151.927424,3252.68676,1,2,2,0
"CVP","2016-03-27",12,1440,360,5751.68576256,1437.92144064,6032.95068,6,1,10,0
"SWP","2016-03-28",11,960,330,3225.3967872,1094.3310528,3120.7044,3,1,84,0
"CVP","2016-03-28",12,1440,360,5772.48162048,1443.12040512,6284.5806,3,2,7,0
"SWP","2016-03-29",10,960,300,3686.1677568,1151.927424,3615.32988,1,1,12,0
"CVP","2016-03-29",12,1410,360,3741.06270528,956.4565536,4769.86716,0,1,2,0
"SWP","2016-03-30",11,960,330,4377.3242112,1497.5056512,4260.43992,0,2,8,0
"CVP","2016-03-30",12,1440,360,3836.22414336,959.05603584,4825.37376,4,1,4,0
"SWP","2016-03-31",9,840,270,3916.5532416,1267.1201664,3789.25056,0,2,4,0
"CVP","2016-03-31",12,1440,360,3820.52530944,955.13132736,4820.43984,4,0,3,0
"SWP","2016-04-01",5,360,150,1151.927424,460.7709696,1122.4668,0,0,3,0
"CVP","2016-04-01",12,1440,360,1910.56847616,477.64211904,2468.19348,1,0,0,0
"SWP","2016-04-02",4,360,120,1382.3129088,460.7709696,1358.06148,0,0,1,0
"CVP","2016-04-02",12,1440,360,1895.68516608,473.92129152,2438.58996,1,0,1,0
"SWP","2016-04-03",5,360,150,1151.927424,460.7709696,1111.36548,0,1,4,0
"CVP","2016-04-03",12,1440,360,1899.55890432,474.88972608,2437.35648,0,0,1,0
"SWP","2016-04-04",5,360,150,1151.927424,460.7709696,1122.4668,0,0,1,0
"CVP","2016-04-04",12,1380,360,1824.42877056,474.83875584,2436.123,0,0,0,0
"SWP","2016-04-05",4,360,120,1382.3129088,460.7709696,1324.75752,0,1,2,0
"CVP","2016-04-05",12,1440,360,1878.35528448,469.58882112,2431.18908,1,0,0,0
"SWP","2016-04-06",3,240,90,921.5419392,345.5782272,874.53732,0,0,0,0
"CVP","2016-04-06",12,1440,360,1884.67559424,471.16889856,2433.65604,1,0,0,0
"SWP","2016-04-07",6,480,180,1612.6983936,575.963712,1559.11872,0,0,3,0
"CVP","2016-04-07",12,1440,360,1930.95657216,482.73914304,2443.52388,1,0,2,0
"SWP","2016-04-08",5,360,150,1151.927424,460.7709696,1110.132,0,0,1,0
"CVP","2016-04-08",12,1440,360,1960.11154944,490.02788736,2448.4578,0,0,2,0
"SWP","2016-04-09",5,360,150,1151.927424,460.7709696,1110.132,0,0,2,0
"CVP","2016-04-09",12,1440,360,1962.55812096,490.63953024,2447.22432,0,0,1,0
"SWP","2016-04-10",4,360,120,1382.3129088,460.7709696,1324.75752,0,0,3,0
"CVP","2016-04-10",12,1440,360,1965.61633536,491.40408384,2448.4578,0,1,0,0
"SWP","2016-04-11",5,360,150,1151.927424,460.7709696,1139.73552,0,0,6,0
"CVP","2016-04-11",12,1440,360,1937.8885248,484.4721312,2445.99084,1,1,0,0
"SWP","2016-04-12",5,360,150,1151.927424,460.7709696,1111.36548,0,0,4,0
"CVP","2016-04-12",12,1440,360,1917.09266688,479.27316672,2441.05692,0,1,0,0
"SWP","2016-04-13",3,240,90,921.5419392,345.5782272,875.7708,0,0,0,0
"CVP","2016-04-13",12,1440,360,1902.2093568,475.5523392,2438.58996,0,0,0,0
"SWP","2016-04-14",4,360,120,1267.1201664,403.1745984,1223.61216,0,0,1,0
"CVP","2016-04-14",12,1440,360,1919.94700032,479.98675008,2441.05692,1,0,0,0
"SWP","2016-04-15",4,360,120,1382.3129088,460.7709696,1324.75752,0,1,1,0
"CVP","2016-04-15",12,1440,360,1899.76278528,474.94069632,2437.35648,0,0,0,1
"SWP","2016-04-16",5,360,150,1151.927424,460.7709696,1139.73552,0,1,0,0
"CVP","2016-04-16",12,1440,360,1864.4913792,466.1228448,2428.72212,0,0,0,0
"SWP","2016-04-17",4,360,120,1382.3129088,460.7709696,1323.52404,0,1,2,0
"CVP","2016-04-17",12,1440,360,1868.5689984,467.1422496,2429.9556,1,0,0,0
"SWP","2016-04-18",3,240,90,921.5419392,345.5782272,885.63864,0,0,3,0
"CVP","2016-04-18",12,1440,360,1878.15140352,469.53785088,2432.42256,1,0,0,0
"SWP","2016-04-19",4,420,120,1612.6983936,460.7709696,1548.0174,0,0,3,0
"CVP","2016-04-19",12,1440,360,1899.55890432,474.88972608,2436.123,0,0,1,0
"SWP","2016-04-20",4,360,120,1267.1201664,403.1745984,1223.61216,0,0,1,0
"CVP","2016-04-20",12,1440,360,1936.25747712,484.06436928,2441.05692,0,0,0,0
"SWP","2016-04-21",4,360,120,1382.3129088,460.7709696,1358.06148,0,0,5,0
"CVP","2016-04-21",12,1440,360,1934.21866752,483.55466688,2442.2904,0,0,0,0
"SWP","2016-04-22",4,360,120,1382.3129088,460.7709696,1370.39628,0,0,1,0
"CVP","2016-04-22",12,1440,360,1952.97571584,488.24392896,2445.99084,0,0,0,0
"SWP","2016-04-23",4,360,120,1382.3129088,460.7709696,1324.75752,0,0,0,0
"CVP","2016-04-23",12,1440,360,1923.41297664,480.85324416,2441.05692,0,0,0,0
"SWP","2016-04-24",9,840,270,3916.5532416,1267.1201664,3771.98184,0,0,18,0
"CVP","2016-04-24",12,1440,360,1917.5004288,479.3751072,2423.7882,0,0,1,0
"SWP","2016-04-25",8,780,240,3455.782272,1094.3310528,3358.76604,0,2,6,0
"CVP","2016-04-25",10,1165,300,1571.97317184,404.39788416,2413.92036,2,0,0,0
"SWP","2016-04-26",9,840,270,3916.5532416,1267.1201664,3771.98184,0,1,18,0
"CVP","2016-04-26",12,1300,340,1723.50769536,449.5575168,2406.51948,0,0,0,0
"SWP","2016-04-27",10,840,300,3801.3604992,1382.3129088,3744.84528,6,0,15,0
"CVP","2016-04-27",12,1440,360,1900.78219008,475.19554752,2388.01728,0,0,0,0
"SWP","2016-04-28",10,840,300,3686.1677568,1324.7165376,3569.69112,3,0,10,1
"CVP","2016-04-28",12,1440,360,1891.60754688,472.90188672,2397.88512,0,0,0,0
